,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
259175,0.5538692933687741,0.276579210632338,5.611786594346245,0.0,1.0,0.0,0.0,0.0
426883,5.202586897997559,15.091161137336298,1.053150239311038,1.0,0.0,0.0,1.0,0.0
719867,22.397756136108704,1.453538399017486,1.0911972047145022,1.0,1.0,0.0,1.0,0.0
171068,29.794096830708742,4.859493717588727,1.175458135519296,1.0,0.0,0.0,1.0,0.0
732997,7.774106815563772,1.1758653968111674,0.1307258617001125,1.0,0.0,0.0,1.0,0.0
121611,0.8422417341538467,1.1933987672719042,1.8122610738789369,0.0,0.0,0.0,1.0,0.0
97745,39.80488792911376,5.8604232244808765,2.1561833855088057,1.0,0.0,0.0,1.0,0.0
951821,0.6234454128407371,0.3093882781334763,0.5960701540213351,0.0,0.0,0.0,0.0,0.0
599928,2.0717673457546337,0.4442994907919813,12.41039633598265,1.0,1.0,0.0,1.0,1.0
814339,110.91068518087728,7.431155378190834,0.7486095531308816,1.0,0.0,0.0,0.0,0.0
822221,40.51041843061414,16.755607490901937,0.364018474033201,1.0,1.0,0.0,1.0,0.0
995648,12.232778263680885,0.2229539379774348,0.3904336957865426,1.0,1.0,0.0,1.0,0.0
961998,1.9319445928778491,0.890549273268525,0.6456293736242147,1.0,1.0,0.0,0.0,0.0
725854,3.209487097639883,2.540591351476652,0.4368116668941686,1.0,1.0,0.0,1.0,0.0
213558,18.286531082131606,0.0300431911450313,5.909532379088882,1.0,1.0,0.0,1.0,1.0
701755,7.149275075270454,53.96714213264606,0.3061431435225662,1.0,0.0,0.0,1.0,1.0
328719,103.84209394319302,0.5358072370045105,1.862102538783032,1.0,0.0,0.0,1.0,1.0
844198,1.609411669458522,2.3084589038095045,1.8788890514984495,0.0,1.0,0.0,0.0,0.0
708159,4.348062258892524,2.899005448019092,14.568944299988567,1.0,0.0,0.0,0.0,0.0
30087,10.111288105151235,1.0435872207151184,1.7709577700797652,1.0,0.0,0.0,1.0,0.0
319716,49.646011128499,10.642087274341662,0.8863062600744218,1.0,0.0,0.0,1.0,0.0
636264,62.36518425368903,0.5678179712755742,1.7964717785333704,1.0,0.0,0.0,0.0,0.0
375937,40.96499203876558,13.557154377181115,0.7849590740022625,1.0,1.0,0.0,0.0,0.0
614636,27.614954097330152,0.008590108922193,0.3286082424171579,1.0,0.0,0.0,1.0,0.0
847267,15.397392905864445,4.704434609320765,0.8405621189089699,1.0,0.0,0.0,1.0,0.0
749275,8.804860371599228,0.2705438207421206,1.53408806962755,1.0,0.0,0.0,0.0,0.0
209146,16.136617511903754,1.8932934269297044,1.1304692357128177,1.0,1.0,0.0,0.0,0.0
647660,21.04739473958072,0.2729776105888722,0.0733030166712448,1.0,0.0,0.0,1.0,0.0
555195,4.800963023198973,5.871589810189344,0.9110443819535868,1.0,0.0,0.0,0.0,0.0
273589,388.3888515450729,0.6264630927434903,0.9250130562090588,1.0,0.0,0.0,1.0,1.0
528324,33.784704521293314,20.13599142041298,0.7100238655340161,1.0,1.0,0.0,1.0,0.0
663474,5.708215919608584,0.3145413354501851,0.7385181298194967,1.0,0.0,0.0,1.0,0.0
770402,55.6855430210457,0.075669806543284,19.985244312432982,1.0,1.0,0.0,1.0,1.0
974973,38.23675743726976,2.451527601808812,0.4022600062328587,1.0,0.0,0.0,1.0,0.0
274743,6.056589121833301,1.2561541927132724,0.1373206732923568,1.0,1.0,1.0,1.0,0.0
239549,5.595963249762486,0.1551323124426022,3.765328886529817,1.0,1.0,1.0,1.0,0.0
234839,2.103815467982506,0.2908319811777528,0.5928632078585955,1.0,1.0,0.0,1.0,0.0
451692,15.143494977887157,0.3306478742750243,0.6672272869099505,1.0,0.0,0.0,1.0,0.0
203937,2.112834421610955,3.5433608943978188,0.661097525138981,1.0,0.0,0.0,1.0,0.0
231209,1.874392773241767,0.0528828211534423,0.2840088783079466,0.0,1.0,0.0,1.0,0.0
931103,61.95178832502711,4.760862935874026,0.9390946424289378,1.0,0.0,1.0,0.0,0.0
872738,4.966745577411389,0.7074461976379006,0.928213763441632,1.0,1.0,1.0,0.0,0.0
691276,7.611986184371181,17.143596419407377,2.678063744524073,1.0,1.0,0.0,1.0,0.0
556229,2.495331382791331,1.7972266434425292,0.265044690544713,1.0,0.0,1.0,0.0,0.0
167396,11.663244371790451,0.2049113261325977,0.3895445245543929,1.0,1.0,1.0,1.0,0.0
547322,237.0848505502163,0.1487140780995327,8.929330099865075,1.0,1.0,0.0,0.0,1.0
734599,2.0884068542151097,1.0150742278055205,5.156387840055884,1.0,0.0,0.0,0.0,0.0
747373,99.90968060193065,4.266805601885389,2.9585650604428197,1.0,1.0,0.0,1.0,0.0
929213,4.347754313412629,0.7684738186680234,1.4510311572766277,1.0,1.0,0.0,1.0,0.0
150641,9.270826498092276,0.2321249862586341,0.1813111511407526,1.0,1.0,0.0,1.0,0.0
419625,20.0058452117778,3.178466296943044,1.9339892863883703,1.0,0.0,0.0,0.0,0.0
383051,3.142812496123345,3.3716987569761634,0.6951218875036418,1.0,0.0,0.0,1.0,0.0
112413,7.131043476136056,0.0240227744301345,2.478895160340185,1.0,1.0,0.0,0.0,0.0
601053,10.73073349562662,3.5363349485598405,2.537140385126254,1.0,1.0,1.0,0.0,0.0
795413,13.50575029077594,0.5913506424209982,2.386522884632325,1.0,0.0,0.0,0.0,0.0
426844,0.8661132044872338,21.11980446437468,0.4970186696708161,0.0,0.0,0.0,1.0,0.0
710999,15.449064892882593,3.930975926856235,12.234873339303688,1.0,0.0,0.0,1.0,1.0
632931,86.12454267271386,20.749209446862796,1.0363372855392412,1.0,0.0,0.0,0.0,0.0
800493,8.770445970342235,2.702396297154337,4.635072084959155,1.0,1.0,0.0,0.0,0.0
405042,31.40557209563339,2.79566144516683,2.332242115115024,1.0,0.0,1.0,0.0,0.0
85575,16.60819549579166,27.07097025406736,1.0271303707565735,1.0,0.0,0.0,1.0,0.0
466787,39.74022665438943,0.1429211657900651,0.5878230092629746,1.0,1.0,0.0,0.0,0.0
41767,5.683758658712895,0.0369880202722147,0.727420434259989,1.0,0.0,0.0,0.0,0.0
902283,6.546383343790732,0.9306411489670052,2.5401267991757197,1.0,0.0,0.0,1.0,0.0
730408,6.759685038797758,5.263207389873074,0.2117942398578672,1.0,1.0,0.0,1.0,0.0
565277,1.12930488145826,2.81797299370528,1.5349978711214252,0.0,0.0,0.0,0.0,0.0
32177,49.44011025466568,35.07192536968605,0.1167417858644791,1.0,1.0,0.0,1.0,0.0
332613,12.587639232638026,1.2959294269587136,1.749880536718398,1.0,1.0,1.0,1.0,0.0
918055,9.3557697679801,0.9291648468036574,1.462055373149541,1.0,0.0,0.0,1.0,0.0
817621,11.672358383272442,1.5055673320900438,3.8611956215499728,1.0,1.0,0.0,0.0,0.0
477454,14.427354145415398,0.0081774582109178,1.8089183999984624,1.0,1.0,0.0,1.0,0.0
240241,5.464829116221615,3.117516810193651,2.794080078658351,1.0,1.0,0.0,1.0,0.0
545566,7.056535305736146,0.0120866336123508,0.562632932629385,1.0,1.0,0.0,1.0,0.0
968787,39.8898842493326,0.4275737914098261,0.6883124325117433,1.0,0.0,0.0,1.0,0.0
807534,2.649077725023427,0.9233251668918522,0.8316630212809488,1.0,0.0,0.0,0.0,0.0
440277,7.110835357235193,0.1060552849106861,1.9055391831597004,1.0,0.0,0.0,0.0,0.0
768171,440.1668191525936,0.0162015669455951,0.4710739515377156,1.0,1.0,0.0,1.0,0.0
158331,16.821841308206775,46.402256465825786,3.8052908064064286,1.0,0.0,0.0,1.0,0.0
798060,0.758683664024029,1.1483569760987926,1.533367685841688,0.0,0.0,0.0,1.0,0.0
148265,7.658455018708837,2.1806081439702103,1.5080721039359812,1.0,1.0,0.0,1.0,0.0
523483,34.23270597813188,0.1365778954643648,3.005999545323666,1.0,0.0,0.0,0.0,0.0
148743,6.19028254139819,1.0862484412258486,1.351316620789289,1.0,1.0,1.0,1.0,0.0
42911,0.6468924459664838,0.1494503710405584,0.3444730120623894,0.0,0.0,0.0,1.0,0.0
835972,46.57924700176297,3.4635491758001145,0.2688569392725064,1.0,1.0,0.0,1.0,0.0
460086,4.042562241210002,1.6687215449904784,0.12774570034358,1.0,1.0,0.0,1.0,0.0
755515,32.502373052904474,0.0917915376042302,0.3499987007989869,1.0,0.0,0.0,0.0,0.0
606866,16.01967098984326,1.225679227232233,0.0763480189635074,1.0,1.0,0.0,1.0,0.0
284590,7.955386091733144,0.3995533292476926,0.6016541222594184,1.0,1.0,0.0,1.0,0.0
866340,3.898775357773734,2.1579927815867888,0.9204805914443356,1.0,0.0,0.0,0.0,0.0
282890,54.69917553393314,0.4222998078094859,0.9460240552448498,1.0,0.0,1.0,0.0,0.0
717025,80.14307926487447,3.114344144032265,0.9601863527873566,1.0,0.0,0.0,1.0,0.0
155842,0.1172150460543752,8.392227013237044,0.8297781204001875,0.0,1.0,0.0,0.0,0.0
589034,4.874117085171905,1.202936585353892,2.5440437742408184,1.0,1.0,0.0,0.0,0.0
280518,7.716209729099958,0.2852229471339565,0.2814284281626846,1.0,1.0,0.0,1.0,0.0
723566,188.06118380375668,0.1273508597014955,0.2421603653949121,1.0,0.0,0.0,0.0,0.0
985253,6.74368065770504,0.2429333249450389,1.3958781851431543,1.0,0.0,0.0,1.0,0.0
866534,9.012244885924964,1.1616102177325618,7.727775415873557,1.0,0.0,0.0,0.0,0.0
19502,31.89021964911104,0.2375441777392793,1.32641755019206,1.0,0.0,0.0,0.0,0.0
912426,39.12344127753297,1.4603171627266036,0.2780305647481231,1.0,0.0,0.0,1.0,0.0
708571,6.880151105717366,5.907887637740285,0.4466313293805719,1.0,1.0,1.0,0.0,0.0
868928,28.052604437123,2.0354331172697666,0.5179394826851075,1.0,0.0,0.0,1.0,0.0
837363,27.927253859709293,0.887400022362515,1.712631923101499,1.0,0.0,0.0,1.0,0.0
612845,2.3695280586749106,0.200544415822314,1.0213370438809948,1.0,0.0,0.0,0.0,0.0
343449,6.977670920191551,0.1997029194777212,13.355479235808978,1.0,0.0,0.0,0.0,0.0
144208,0.4853354840309389,0.147239102458017,1.639962879535477,0.0,1.0,0.0,1.0,0.0
918380,13.571425771499568,0.042897152298649,0.8280486707549874,1.0,0.0,1.0,1.0,0.0
801360,5.143509530618144,1.3863082568701388,3.800447485333749,1.0,1.0,0.0,1.0,0.0
136567,3.443541867923797,0.0359659401993931,0.3846091598947893,1.0,1.0,0.0,1.0,0.0
571980,50.53115584170081,0.1507493355822369,0.8310472651919647,1.0,0.0,0.0,1.0,0.0
759241,6.5914945773756175,0.1099176636991628,0.1979230776997745,1.0,0.0,0.0,0.0,0.0
672959,28.433553688656712,9.615984275923694,0.7609077703781566,1.0,0.0,0.0,1.0,0.0
283983,0.6797294952867936,0.7777645202054738,1.0457503793808227,0.0,0.0,0.0,1.0,0.0
711755,1.7574411317597614,0.2295379140430727,0.6457608716951259,0.0,0.0,0.0,1.0,0.0
633120,6.978974130887478,0.2500517061805578,2.2691700653743423,1.0,0.0,0.0,1.0,0.0
198770,16.416992529407842,0.2010203200415184,3.2975476651652604,1.0,0.0,0.0,1.0,0.0
447742,190.2270005443324,0.5996139144613274,1.7082697659588055,1.0,1.0,1.0,1.0,0.0
36255,8.85723418254509,1.3268873870434623,0.8770325214886576,1.0,0.0,0.0,0.0,0.0
448250,6.380708349241333,0.5326874135256082,1.3049760068782723,1.0,0.0,0.0,1.0,0.0
857432,14.241422049753949,0.2122341669634538,1.5815119818462229,1.0,1.0,0.0,1.0,0.0
756332,8.117105292320508,0.5621454607154502,2.06617497192659,1.0,0.0,0.0,1.0,0.0
718660,77.5761448914155,0.37722499091414,0.2571116487716533,1.0,0.0,0.0,1.0,0.0
518059,7.111857094126675,0.2842131466961646,1.9221246537175627,1.0,0.0,0.0,1.0,0.0
661018,1.3067622461040855,0.7125881358653678,0.1663696864761951,0.0,0.0,0.0,1.0,0.0
147875,32.661454579617505,146.63354192261508,3.889143383152548,1.0,1.0,0.0,1.0,0.0
683176,30.073070685708835,0.1057166103544158,0.2005499255071628,1.0,0.0,0.0,1.0,0.0
6093,1.6254335954365706,1.9251361189006773,0.3363687590126198,0.0,0.0,0.0,1.0,0.0
393288,9.635900321264248,1.375697341202492,1.0489027021544657,1.0,0.0,0.0,1.0,0.0
605255,21.114444729238315,2.778501541412015,0.6046734327018735,1.0,0.0,0.0,1.0,0.0
733238,1.8400771521243728,0.2638386624696923,0.7272117549808396,0.0,0.0,0.0,1.0,0.0
950215,1.9393742325815333,3.611373641146697,2.805451882459389,1.0,0.0,0.0,0.0,0.0
148289,1.7157581369953427,1.3756019588678514,1.7104917111843256,0.0,0.0,0.0,1.0,0.0
515006,10.37086759014517,2.1139004023485373,0.7936660079948056,1.0,0.0,0.0,1.0,0.0
8296,61.49692798689364,0.7305977701952024,1.1459400687848196,1.0,0.0,0.0,1.0,0.0
589281,26.179707774912305,14.716118182667127,1.1556549280093793,1.0,1.0,1.0,1.0,0.0
553227,0.9248212561076348,0.19638458086638,2.669590863063072,0.0,0.0,0.0,1.0,0.0
91996,5.638858368081759,2.4743032300524046,2.9591919202919272,1.0,0.0,0.0,1.0,0.0
401779,10.998530115151024,1.6027820884462425,7.565585461851354,1.0,0.0,1.0,1.0,0.0
425182,7.708543904266396,0.0892995007026603,0.1509338392467834,1.0,1.0,0.0,0.0,0.0
776863,38.80115423900998,1.0744524381854308,0.7098457637719082,1.0,0.0,0.0,1.0,0.0
882617,24.554183390615083,0.8656762122061623,1.097206289177607,1.0,0.0,0.0,1.0,0.0
519952,46.24513562615649,2.882401843440171,0.355980610270673,1.0,1.0,0.0,0.0,0.0
815476,6.321666523499292,0.5786868501903967,0.462122591767183,1.0,0.0,0.0,1.0,0.0
216033,7.259554835177923,17.587566176218075,1.554804239830856,1.0,0.0,1.0,0.0,0.0
589963,21.99244443438509,1.3194573113263377,0.3989594742482632,1.0,0.0,0.0,1.0,0.0
230335,22.96118037867784,3.0961803316549497,4.314068529489764,1.0,0.0,0.0,0.0,0.0
216721,30.186351257509767,8.90455294742766,2.3489725656424163,1.0,1.0,0.0,1.0,0.0
120437,0.1519924657879814,0.0587985800195556,1.0472743363761945,0.0,1.0,0.0,0.0,0.0
467512,48.21141103002923,0.0835812669581507,0.3464911627510027,1.0,0.0,0.0,1.0,0.0
328414,12.894748712107406,0.8162124572325576,6.23800565010798,1.0,0.0,0.0,1.0,1.0
559574,3.647929306009256,0.9158060634998016,1.3368752464419766,1.0,0.0,0.0,0.0,0.0
527823,25.68264505508376,0.3833060376377234,0.5253321832109413,1.0,0.0,1.0,1.0,0.0
223747,23.7347682233224,3.723532943831706,5.075772284499905,1.0,0.0,0.0,1.0,1.0
324848,42.39078104144077,0.6287808714529123,1.3940791063277815,1.0,1.0,0.0,0.0,0.0
360032,2.873234862682533,1.7577900386174063,0.4911023727583553,1.0,0.0,0.0,1.0,0.0
342871,1.276370518370087,2.5750137175714376,0.6510939174720196,0.0,0.0,0.0,0.0,0.0
562464,5.1454761776420765,0.3387068641287049,1.2972584281760826,1.0,0.0,0.0,0.0,0.0
121645,3.0619164462547226,0.2397178911122977,1.8754053702794349,1.0,1.0,0.0,1.0,0.0
669094,6.691562633886791,0.1323550998676195,0.4257641656898522,1.0,0.0,0.0,0.0,0.0
105433,0.6905697002184297,1.807625357314372,0.247533654039891,0.0,1.0,0.0,0.0,0.0
832244,3.6266975533071535,0.0584378050348612,0.3266747662860585,1.0,1.0,0.0,1.0,0.0
627026,2.897266759127476,0.4894900174009295,5.047326430175531,1.0,0.0,0.0,0.0,0.0
131307,9.984185970360649,0.699807632319589,1.5687434835678764,1.0,0.0,0.0,0.0,0.0
270317,14.717533250863024,0.0603184971617194,0.7773511921502384,1.0,0.0,0.0,0.0,0.0
928188,8.727212441347818,0.1494013952787475,0.7452360519785519,1.0,0.0,0.0,1.0,0.0
374620,15.113713042999684,2.4727162632831634,1.980903162001333,1.0,0.0,0.0,1.0,0.0
123694,12.383266733281534,0.429233687303247,0.7320191227418199,1.0,1.0,0.0,1.0,0.0
847079,127.97298855032862,1.9702510437907408,0.6892829504588953,1.0,0.0,0.0,0.0,0.0
66056,11.060276671825346,1.5169859399808003,1.089612400955228,1.0,0.0,0.0,0.0,0.0
464580,2.673378923131096,0.0659967290395576,1.0840332541866071,1.0,0.0,0.0,0.0,0.0
163858,6.772165799113951,1.059558686607594,1.7936680022073144,1.0,0.0,0.0,0.0,0.0
446264,2.0769847896722315,1.3064736765405176,0.1315972944626643,1.0,0.0,0.0,1.0,0.0
681520,9.77753066724536,0.2490796817988246,18.657853656145647,1.0,0.0,0.0,1.0,1.0
286601,7.787540668869221,1.4927579523078978,1.3551817881012944,1.0,0.0,0.0,1.0,0.0
771036,117.26737324432445,0.4453140268727544,2.454113933962208,1.0,1.0,0.0,1.0,0.0
975872,10.411278237807664,0.983409394509216,0.2476378204659355,1.0,0.0,0.0,1.0,0.0
129354,1.066579465450714,4.232879631575398,1.021743479706528,0.0,0.0,0.0,1.0,0.0
507790,1.1422945790900516,4.209913374181809,1.8456149750529875,0.0,0.0,0.0,0.0,0.0
262380,9.057112536916458,3.3910041964888067,0.8463263131464637,1.0,1.0,0.0,0.0,0.0
993226,34.703578875193195,0.2108734397800073,0.1369400814361261,1.0,0.0,0.0,0.0,0.0
122081,6.889658299458907,1.611399513315512,0.2592876119140812,1.0,0.0,0.0,0.0,0.0
255211,15.118907057409674,3.407317073179825,0.3174847177307158,1.0,0.0,0.0,1.0,0.0
708823,1.843368630807121,15.78899891335215,0.7710519757361471,0.0,0.0,0.0,1.0,0.0
493605,60.13759322483004,0.3085544582335617,1.1605804495228278,1.0,0.0,0.0,1.0,0.0
129185,38.49251161963986,0.2139232014164986,0.3184463832480231,1.0,0.0,0.0,0.0,0.0
94919,5.569830193197312,0.5122175210719829,0.2630794955200515,1.0,0.0,0.0,0.0,0.0
103815,18.01759507838012,0.2674686266649543,0.890914871829747,1.0,1.0,0.0,1.0,0.0
518738,38.51699892898916,0.1430045101632724,0.3166164116585185,1.0,0.0,0.0,1.0,0.0
560039,0.4990769753716378,5.375664807627328,0.8631663399732037,0.0,1.0,0.0,0.0,0.0
153394,2.9705853444345016,2.508709196972311,0.9010690196994712,1.0,0.0,0.0,1.0,0.0
273160,4.6016373294026325,125.08018181096844,0.7509583440277833,1.0,0.0,0.0,0.0,0.0
666706,2.277709235955668,0.3357206983561759,0.3839842423113789,1.0,1.0,0.0,0.0,0.0
225785,0.8811096791344799,0.4593346662028193,1.3570353635505474,0.0,0.0,0.0,0.0,0.0
987004,2.02171176136549,1.2076811422197191,1.922943926564775,1.0,0.0,0.0,1.0,0.0
434952,124.22180762443088,0.2057529196094436,3.512769634776489,1.0,0.0,0.0,0.0,0.0
871029,41.61847118394557,0.4543587500994411,2.070981189617971,1.0,0.0,0.0,1.0,0.0
499004,0.8989127391189955,2.642939520197879,0.1615404094232159,0.0,0.0,0.0,1.0,0.0
371619,31.150486695887377,2.4074620602421275,1.278572740674834,1.0,0.0,0.0,1.0,0.0
748007,19.139861860499742,0.8676910049704916,2.744830649599844,1.0,1.0,0.0,0.0,0.0
605793,4.780475654179021,3.0593686431071245,11.28333255458691,1.0,0.0,0.0,0.0,0.0
762813,22.659370724159604,0.3655399653162277,0.9032674818604254,1.0,1.0,0.0,1.0,0.0
424308,10.588335895341018,10.691613509204736,3.114965086429513,1.0,0.0,0.0,1.0,0.0
760415,4.169413065129817,0.0924032270997055,0.7308535241960876,1.0,0.0,0.0,0.0,0.0
235111,34.17345824401881,0.0714124293809941,1.8456450985520836,1.0,1.0,0.0,1.0,0.0
264078,3.5500130825002376,15.075777721499778,0.9398858773650404,1.0,0.0,0.0,1.0,0.0
638090,51.09602529387488,0.175460159882224,0.1549699590984513,1.0,1.0,0.0,0.0,0.0
903187,10.111259134865138,0.5397500830389198,2.7521844142806717,1.0,0.0,0.0,1.0,0.0
109219,47.29483609323157,0.8993864175534818,1.658741946730277,1.0,0.0,0.0,1.0,0.0
76687,22.80797010669431,0.0964685580454196,0.1626150244287005,1.0,0.0,0.0,0.0,0.0
194340,23.51134803291424,0.4709219397518774,0.3890332164356926,1.0,1.0,0.0,0.0,0.0
6939,19.146898264986813,0.8069180490352018,0.6260410332625984,1.0,0.0,0.0,0.0,0.0
867715,13.449075907768686,0.659915762533959,0.8165523118794531,1.0,0.0,0.0,0.0,0.0
772083,1.3094304049064005,0.315744456622013,2.946861779127447,0.0,0.0,0.0,0.0,0.0
508070,27.95071272893108,0.7007552989285787,0.1925395045582409,1.0,1.0,0.0,1.0,0.0
762000,28.45671010025924,0.7828481497251306,5.207369245494038,1.0,1.0,0.0,0.0,0.0
963157,3.106748915819096,0.0417966839756597,0.9708133168746886,1.0,0.0,0.0,0.0,0.0
703013,18.378578794453453,4.801970880565869,1.6637807743577782,1.0,0.0,0.0,1.0,0.0
803082,2.131492839309629,0.4158035966516857,2.351327328091912,1.0,0.0,0.0,1.0,0.0
793555,32.35554553035626,8.533464525009894,1.273664311936479,1.0,0.0,0.0,0.0,0.0
551936,2.416935393624837,0.09613225016148,1.1953458605522669,1.0,1.0,0.0,0.0,0.0
888466,2.070100801896529,1.3062498119130557,0.8049516693346297,1.0,1.0,0.0,1.0,0.0
222495,2.023857341444516,0.0180982490515844,0.2546056273192711,1.0,0.0,0.0,1.0,0.0
771455,13.105876943791689,0.6145407232852865,1.0675967079602795,1.0,0.0,0.0,1.0,0.0
827852,14.849636541052558,8.268415254228552,0.2521114732983095,1.0,1.0,0.0,1.0,0.0
946330,29.031632533782314,0.0861507185213333,4.012237775428172,1.0,0.0,0.0,1.0,1.0
818243,32.1594964320016,0.418941275748769,0.7666206815506248,1.0,1.0,1.0,1.0,0.0
550373,26.364166724123383,3.543848291071178,0.2598321497212509,1.0,0.0,0.0,0.0,0.0
263968,126.43613686930856,1.40032089531093,0.1592124956676594,1.0,0.0,0.0,1.0,1.0
275767,1.0234975461404534,2.066332348370096,0.3752121498946234,0.0,1.0,0.0,0.0,0.0
345107,16.75808070566534,1.0849573974875968,2.521480256197681,1.0,0.0,0.0,0.0,0.0
149039,96.48750965383482,1.2776667962932629,2.2959584064564718,1.0,0.0,0.0,0.0,0.0
726439,19.75762832900681,0.7512162385938648,3.092074322621531,1.0,0.0,0.0,0.0,0.0
293274,90.52429133127504,1.4661844113535651,0.1402457621179607,1.0,0.0,0.0,1.0,0.0
655281,6.709995812658804,7.230765819891468,1.7431278568151494,1.0,1.0,0.0,1.0,0.0
551357,26.415297016576545,3.3844121305093933,3.5881160743697325,1.0,0.0,0.0,1.0,0.0
183705,4.403859217122303,0.1477373124748091,6.789551826827571,1.0,0.0,0.0,0.0,0.0
58926,17.493202020563547,0.8382259133938311,0.0761304186656949,1.0,0.0,0.0,1.0,0.0
354616,4.041302522707895,0.4858125780338791,1.4468867825118454,1.0,0.0,0.0,1.0,0.0
583742,11.441949433822105,0.0887253979646084,0.0225811296861776,1.0,0.0,0.0,1.0,0.0
669710,17.36442664422114,0.3603886774573461,6.535195716910993,1.0,0.0,0.0,1.0,1.0
158566,9.508063613375931,9.133140463947743,2.5566273647152187,1.0,0.0,1.0,1.0,0.0
524395,2.528857151241947,0.428252231686469,0.1161468594216128,1.0,0.0,0.0,1.0,0.0
249450,54.7786364359872,18.33492196797058,0.1947129781840378,1.0,0.0,0.0,1.0,0.0
892241,96.4141103060036,38.75808202789421,0.4199781960246844,1.0,0.0,0.0,1.0,0.0
783021,7.632415363615718,0.0439576356896474,0.3372744330893614,1.0,0.0,0.0,0.0,0.0
466925,33.74228505975719,1.0086593422295942,1.0738058725914577,1.0,0.0,0.0,1.0,0.0
639226,2.110713854768626,2.123665648578931,4.668148558529987,1.0,0.0,0.0,1.0,1.0
418921,19.822475422575945,0.3649711301271767,0.469818674671462,1.0,0.0,0.0,0.0,0.0
70966,2.2220776936821798,4.3675641078640925,2.0279535307422507,1.0,0.0,0.0,1.0,0.0
586204,96.1857675367118,0.7484691742252367,1.864881937930006,1.0,0.0,0.0,1.0,0.0
457657,12.33861667529852,0.0426339586882704,0.7411127248416514,1.0,0.0,0.0,1.0,0.0
358302,37.958126057432025,0.2377519104150743,1.4544057295648354,1.0,0.0,0.0,1.0,0.0
655028,4.722675007006594,0.2895516991368058,2.01882455450893,1.0,1.0,0.0,1.0,0.0
123314,30.264788814672777,0.0105160127832392,1.5669795800054471,1.0,0.0,0.0,1.0,0.0
732815,2.992735911465396,0.1854447533537081,0.5344090051554515,1.0,1.0,0.0,0.0,0.0
567085,0.7895638135063775,0.4947445766707068,0.4296781393707256,0.0,0.0,0.0,0.0,0.0
752066,13.294802660091309,2.861539393249356,1.3498276473417128,1.0,0.0,0.0,0.0,0.0
289983,7.024588680818469,6.663686261795496,3.673958681864277,1.0,0.0,0.0,0.0,0.0
682937,2.557427059848367,24.176374941847445,0.3314948022896289,1.0,1.0,0.0,1.0,0.0
495415,25.827138618483364,0.5868662795507723,0.648451231114765,1.0,0.0,0.0,0.0,0.0
350859,7.343925001272977,4.102743016494567,0.5576728827533156,1.0,1.0,0.0,0.0,0.0
612052,7.330907146816713,0.3216542376449164,5.429021113232714,1.0,0.0,0.0,1.0,1.0
833500,14.006551973994108,5.844694212731193,0.1816056147465125,1.0,0.0,0.0,1.0,0.0
396398,6.546388803799776,0.3750645253364185,0.8404405399784314,1.0,0.0,0.0,1.0,0.0
999763,20.718431842089803,0.317422513186871,0.559332881473643,1.0,0.0,0.0,0.0,0.0
860755,16.309079077880778,1.71203644268776,1.8064897001190103,1.0,1.0,0.0,1.0,0.0
938920,1.265689733085425,0.0321689343358366,1.7628589558982508,0.0,0.0,0.0,1.0,0.0
273725,27.683707975593343,0.6301537734555812,7.530795520159661,1.0,1.0,0.0,1.0,1.0
271617,2.2791858332813484,6.449445819857697,0.3373569462593689,1.0,1.0,0.0,1.0,0.0
364910,9.208164949598595,29.089789894378715,1.8085979025419872,1.0,1.0,0.0,1.0,0.0
537630,8.17970369732216,0.1047851567376506,1.7199792908290576,1.0,0.0,0.0,1.0,0.0
819788,9.53886333576706,1.026696676768557,0.1202898226159401,1.0,0.0,0.0,0.0,0.0
866583,13.60082182797395,0.3121127648736383,0.1702829626220952,1.0,0.0,0.0,0.0,0.0
459105,22.449274984884973,0.5670627598453627,2.133319677849507,1.0,0.0,0.0,1.0,0.0
658686,1.6092761114419276,2.46397190970785,0.3626552778938333,0.0,1.0,0.0,1.0,0.0
241653,24.030857846307335,0.1910115343341115,0.5644581035406272,1.0,0.0,1.0,1.0,0.0
942278,30.83217426119546,0.4740256462667717,2.389804183140236,1.0,0.0,0.0,0.0,0.0
293761,2.914154636176636,1.7175446477947098,0.4605109318869319,1.0,0.0,0.0,0.0,0.0
349969,39.86427565353949,0.1095928641437727,1.2979982889785528,1.0,1.0,0.0,1.0,0.0
82834,5.841338299799767,2.117600853642404,0.7198041903255239,1.0,0.0,0.0,1.0,0.0
979094,4.221366520960912,0.4770394197772146,0.5208780367563326,1.0,1.0,1.0,1.0,0.0
205902,10.45686314660244,0.2649643966721794,4.828836214567337,1.0,0.0,0.0,1.0,1.0
449917,8.882735250687192,5.541631026298366,1.7959096032387665,1.0,1.0,0.0,1.0,0.0
848330,28.1735937821188,1.914040878222932,0.2191141063726111,1.0,0.0,0.0,1.0,0.0
56790,7.646548186784559,0.0411997315263385,1.3425299357933762,1.0,0.0,1.0,1.0,0.0
131269,3.0058426774438614,0.018212724313247,1.929302489391328,1.0,0.0,0.0,1.0,0.0
707040,10.793121773075812,1.3638023391556722,0.2367313263215601,1.0,0.0,0.0,0.0,0.0
113091,0.9504430735878086,6.595870178308171,1.6582806318531826,0.0,1.0,0.0,1.0,0.0
